video_id,file_name,source_path,duration_seconds,resolution,aspect_ratio,analysis_status,video_type_primary,video_type_secondary,structure_formula,opening_type,opening_0_3s_function,opening_reason,middle_delivery_type,middle_delivery_evidence,ending_closure_type,ending_next_action,source_integrity_score,visual_speech_continuity_score,emotion_continuity_score,editing_flow_score,jump_cut_risk,why_complete_or_incomplete,how_to_make_complete,how_middle_avoids_jump,usable_as_reference,manual_review_items,evidence_timecodes,evidence_frame_summaries,notes
fv_0024,40岁的女性练出八爪鱼需要多久？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性练出八爪鱼需要多久？.mp4,16.811,1080x1920,9:16,success,knowledge_explainer,body_care_knowledge,痛点问题 + 原因解释 + 方法交付,标题设问+结果暗示,用年龄与目标制造认知冲突,首帧字幕直击40岁女性练八爪鱼的可行性疑问,分步归因+动作示意+解剖图辅助,00:04-00:13展示盆底肌关联、抓握力来源及训练周期提示,价值延伸+能力具象化,引导关注盆底肌与核心协同训练,5,5,3,5,low,结构闭环：问题→机制→方案→延伸，无缺失环节,无需补充，当前已完整,每帧字幕递进逻辑链，画面保持同一场景与人物姿态连贯,yes,‘八爪鱼’效果承诺需标注业务事实待确认,"00:00,00:03,00:06,00:10,00:13,00:16",00:00设问；00:03提‘一周慢两周’；00:06比年龄；00:10问高段位女性；00:13释盆底肌；00:16展抓握力关联,‘八爪鱼’为非医学术语，效果承诺需标注业务事实待确认
fv_0025,40＋的女性修复盆底肌要多久6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40＋的女性修复盆底肌要多久6.15.mp4,18.785,1080x1920,9:16,success,body_care_knowledge,problem_solution,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,标题+人群定位+问题直给,锁定40+女性目标人群并抛出核心问题,首帧字幕‘40+的女性 修复盆底肌要多久’直接点题并建立身份认同,动作分步演示+字幕强化关键信息,6帧中4帧展示不同体位盆底肌训练动作，配‘快7天慢半个月’‘跟年龄大小’等结论性字幕,价值升华+行动暗示,引导观众联想自身状态并尝试练习,5,5,3,5,low,结构完整：人群→问题→方法→周期→意义闭环,无需补充，当前已含必要要素,统一背景/服装/道具，动作连贯递进，字幕锚定逻辑,yes,修复周期数据来源待确认；效果承诺需合规审查,"00:00:00.000, 00:00:03.757, 00:00:07.514, 00:00:11.271, 00:00:15.028, 00:00:18.785",左上：坐姿训练+痛点提问；中上：椅上动作+周期提示；右上：跪姿球压+年龄关联；左下：侧卧特写+婚姻人群设问；中下：坐姿收尾+经验背书；右下：放松姿态+开放结尾,业务事实待确认：盆底肌修复时长、‘精致已婚女人’归因逻辑
fv_0026,40＋的姐妹练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40＋的姐妹练出紧致的盆底肌.mp4,27.051,1080x1920,9:16,success,body_care_knowledge,movement_correction,人群点名 + 低门槛动作 + 坚持建议,标题直给+痛点关联,锁定目标人群并明确训练目标,首帧字幕‘40+的姐妹练出紧致的盆底肌’直接点名+需求,分步动作演示+文字指令叠加,6帧展示4种坐姿训练动作，每帧配具体次数/后果提示，无跳切,风险警示+正向激励收束,暗示持续练习可改善漏尿问题,5,5,3,5,low,结构完整：人群→动作→坚持价值闭环，时长匹配单主题,无需补充，当前已构成独立教学单元,统一场景+同人同装+连续坐姿变式，动作逻辑递进,yes,盆底肌训练效果承诺需医学依据，业务事实待确认,"00:00:00.000,00:00:05.410,00:00:10.820,00:00:16.231,00:00:21.641,00:00:27.051",1.正面坐姿拍击100次；2.背面坐姿强调坚持；3.对比松弛后果；4.前后晃动100次；5.魔力转圈100次；6.点出漏尿隐患,涉及健康效果承诺（紧致、防漏尿），业务事实待确认
fv_0027,5月15日.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/5月15日.mp4,20.039,1080x1920,9:16,success,movement_correction,body_care_knowledge,错误动作 + 正确动作 + 原因解释,痛点可视化,呈现常见错误体态与不适反馈,标题‘王炸臀桥’+字幕‘肚子小了臀部翘了胳膊瘦了’直击结果期待,分步对比演示,6帧均展示同一人不同阶段臀桥动作，含‘塌腰臀桥’vs‘挺脊臀桥’双小图对比，字幕强调呼吸与骨盆控制,动作定型强化,引导观众模仿当前正确姿势,5,5,5,5,low,完整呈现错误→正确动作转换链，无缺失环节,,连续固定机位+小图嵌套对比，动作演进平滑可追踪,yes,业务事实待确认：臀桥对‘肚子小了’‘胳膊瘦了’的因果关系,00:00:00.000-00:00:20.039,全片同一场景，人物做臀桥动作；每帧含主画面+两小图对比（塌腰/挺脊），字幕重复核心要点；动作从起始→顶峰→回落循环演示,业务事实待确认：效果宣称需医学依据支撑
fv_0028,5月16日.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/5月16日.mp4,26.145,1080x1920,9:16,success,movement_correction,body_care_knowledge,错误动作 + 正确动作 + 原因解释,动作起始帧+字幕指令,建立动作场景与核心工具（球）,首帧即展示准备姿势与道具，无冗余铺垫,分步动作演示+字幕引导,00:05-00:20连续6帧呈现滚动→回滚→放松→收紧的完整修正链，字幕同步提示关键节点,结果定格+效果强调,无明确CTA，但结尾姿态暗示可重复练习,5,5,5,5,low,动作闭环完整，从准备到收尾无缺失环节,无需补充，结构已自洽,动作连贯递进，字幕衔接节奏匹配身体位移,yes,业务事实待确认,"00:00:00.000, 00:00:05.229, 00:00:10.458, 00:00:15.687, 00:00:20.916, 00:00:26.145",00:00:00：跪姿持球准备；00:05:22：俯身滚动；00:10:45：回滚调整；00:15:68：放松阶段；00:20:91：侧卧收束；00:26:14：平躺紧致定格,涉及身体干预效果，业务事实待确认
fv_0029,一个动作让你练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个动作让你练出紧致的盆底肌.mp4,29.837,1080x1920,9:16,success,sports_teaching,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,标题直给+动作引导,明确目标动作与效果承诺,首帧即展示标题与起始姿势，建立预期,分步演示+呼吸提示+图示辅助,00:00:05.967起示范仰卧屈膝位；00:00:11.935插入修复前后对比图；00:00:23.870出现‘5分钟练习’字幕,成果强化+时间量化,鼓励立即跟练,5,5,5,5,low,结构闭环：目标→动作→呼吸→时长→收尾，无缺失环节,无需补充,连续姿势微调+字幕递进+图示穿插，保持动作连贯性,yes,盆底肌紧致效果属医疗宣称，业务事实待确认,"00:00:00.000,00:00:05.967,00:00:11.935,00:00:17.902,00:00:23.870,00:00:29.837",0s标题+起始躺姿；6s屈膝准备位；12s插入修复前后图+吸气放松；18s维持姿势；24s强调5分钟练习；30s结束定格,涉及健康效果承诺，业务事实待确认
fv_0030,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,20.619,1080x1920,9:16,success,sports_teaching,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,痛点场景带入,用坐姿错误引发共鸣并点出后果,首帧字幕‘当你一不小心坐在小球上’直指常见错误姿势,分步动作演示+效果提示,6帧含4个不同坐姿/动作，配字幕如‘左右摆臀100’‘你的小花园就紧致了’，动作递进清晰,结果强化+幽默收尾,暗示持续练习可获形态改善,5,5,5,5,low,6帧覆盖完整动作序列与效果反馈，无明显断点,无需补充，结构已闭环,动作连贯、字幕引导节奏、服装/场景统一,yes,效果承诺表述需合规审查；业务事实待确认,"00:00:00.000,00:00:04.124,00:00:08.248,00:00:12.371,00:00:16.495,00:00:20.619",0s坐小球错误姿势→4s调整后坐姿+字幕效果→8s换椅坐姿→12s左右摆臀动作→16s正面坐球示范→20s臀部对比图+幽默文案,含‘小花园紧致’‘妈妈臀没有了’等效果承诺表述，业务事实待确认
fv_0031,一个小球帮你练出少女腹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个小球帮你练出少女腹.mp4,10.077,1080x1920,9:16,success,sports_teaching,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,结果前置+痛点钩子,用‘少女腹’结果吸引目标人群注意,标题与首帧字幕强调‘每天一百次’见效承诺，快速建立期待,分步动作演示+呼吸口令同步,6帧连续展示坐姿球上呼吸-后仰-伸展动作链，字幕标注吐/吸气节奏,重复强化+行动指令,暗示每日重复可达成效果，无明确CTA但隐含坚持指令,5,5,3,5,low,结构完整：开头吸引、中段教学、结尾强化；时长10秒适配短视频节奏,可补充1秒真人腹肌特写或前后对比图增强可信度,动作连贯、镜头固定、字幕节奏匹配呼吸节拍，无突兀切换,yes,‘少女腹’效果承诺需医学依据；动作安全性待确认,00:00:00.000–00:00:10.077,6帧均显示女性背对镜头坐瑜伽球上做呼吸后仰动作，字幕统一为‘西方回春术’+每日百次+越练越致；左下角图标随呼吸阶段变化（鱼→鸟→箭头等）,业务事实待确认：‘少女腹’效果无临床证据；动作是否适合所有人群未说明
fv_0032,一个瑜伽小球告别小肚腩妈妈臀.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别小肚腩妈妈臀.mp4,15.209,1080x1920,9:16,success,body_care_knowledge,sports_teaching,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,痛点直给式开场,锁定目标人群并激发共鸣,首帧字幕明确‘高段位女性’‘小肚腩妈妈臀’，画面同步展示问题部位特写,单动作循环演示+效果承诺叠加,6帧均为同一坐姿球上动作，字幕重复强调‘核心肌群发力’‘腰细臀翘’‘每天15分钟’,行动号召收束,引导观众立即跟练该单一动作,5,5,5,5,low,结构闭环：人群→痛点→动作→坚持建议完整呈现,,固定机位+重复动作+字幕强化，维持视觉与信息流稳定,yes,效果承诺‘腰细了臀翘了’需业务事实待确认,00:00:00.000-00:00:15.209,6帧均为女性背对镜头坐瑜伽球上做骨盆卷动，左下角小图对比臀部形态，字幕统一强调适用人群、动作时长与预期效果,业务事实待确认：‘腰细臀翘’效果无前后对比实证；文件名含效果承诺，需合规复核
fv_0033,一个瑜伽小球告别臀凹陷6.4.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别臀凹陷6.4.mp4,11.122,1080x1920,9:16,success,body_care_knowledge,sports_teaching,痛点可视化 + 解决方案 + 效果对比 + 行动指令,人群点名+痛点放大,锁定40+女性目标人群并直击臀凹陷问题,字幕首句即点名‘高段位女性’与‘臀凹陷’形成强关联,单动作循环演示+字幕强化,6帧均展示同一坐姿瑜伽球动作，字幕重复强调15分钟/核心/腹平腰细臀翘,正向结果暗示+行动号召,引导观众立即开始每日15分钟练习,5,5,5,5,low,成片结构完整，从问题到动作到结果闭环清晰,无需补充，当前已具备完整教学逻辑链,统一场景、服装、动作节奏，仅微调体位角度维持连贯性,yes,臀凹陷改善效果承诺需业务事实待确认,00:00:00.000-00:00:11.122,6帧均为同一女性在室内用瑜伽球做坐姿开胯动作，字幕重复‘每天15分钟瑜伽小球’等效果承诺语,涉及身体形态改变效果表述，业务事实待确认
fv_0034,一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,20.875,1080x1920,9:16,success,mistake_demonstration,body_care_knowledge,反面案例 + 原因解释 + 正确做法,痛点可视化,用夸张表情与字幕制造尴尬共鸣,文件名含'告别跑跳漏氵尴尬'，首帧字幕'生了多'直指产后漏尿痛点,动作对比+图解说明,00:04-00:16展示错误坐姿、正确坐姿、解剖图、100次移动、左右提等分步演示,情绪收束+行动指令,引导观众练习并关注后续内容,5,5,5,5,low,6帧覆盖问题呈现→原理→操作→强化→后果→收尾，结构闭环,无需补充，当前已完整,每帧字幕递进逻辑链，动作连续无断点，背景/服装/机位统一,yes,漏尿机制医学解释待确认；效果承诺需合规审查,"00:00,00:04,00:08,00:12,00:16,00:20",00:00表情痛苦配'生了多'；00:04坐球示范；00:08解剖图+健康结论；00:12'前后移动100次'；00:16'左右提'；00:20'跑跳漏水的尴尬'配插画,业务事实待确认：漏尿与瑜伽球训练因果关系；'一定很健康'属效果承诺
fv_0035,一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,16.974,1080x1920,9:16,success,sports_teaching,movement_correction,痛点可视化 + 解决方案 + 效果对比 + 行动指令,结果前置+问题点名,用标题与坐姿动作同步呈现核心效果承诺,首帧即展示‘练出灵动的八爪鱼’结果导向标题与主体姿态,分步演示+图示辅助+错误对比,00:00:03-00:00:10出现盆底肌修复前后图示、打喷嚏动画、人爪鱼比喻图，配合坐姿调整动作,效果强化+具象化收束,引导观众模仿当前坐姿并使用瑜伽小球,5,5,3,5,low,6帧覆盖引入-问题-原理-操作-对比-收尾全链路，结构闭环,无需补充，当前已完整,通过字幕递进（‘当你能用’→‘那么你的’→‘怎么打喷嚏’）维持逻辑连贯,yes,‘八爪鱼’‘人爪鱼’等效果表述需业务事实待确认,"00:00:00,00:00:03,00:00:06,00:00:10,00:00:13,00:00:16",00:00:00正面坐姿+标题；00:00:03加盆底肌图示；00:00:06背对坐姿；00:00:10打喷嚏动画；00:00:13侧身动作；00:00:16‘人爪鱼’图示+完成态,涉及身体功能改善效果表述，业务事实待确认
fv_0036,一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,31.904,1080x1920,9:16,success,sports_teaching,movement_correction,人群点名 + 低门槛动作 + 坚持建议,标题前置+动作预览,点明工具与目标效果，建立期待,首帧即展示‘瑜伽小球’与‘八爪鱼’结果词，强化记忆锚点,分步动作循环演示,6帧均匀覆盖前后移动、上下拍打、360°转圈、左右摆动四组动作，字幕标注改善部位,重复强化+成果暗示,无明确指令，依赖观众自发模仿,5,5,3,5,low,结构闭环：目标→动作→重复强化；但缺明确收尾指令,结尾增加1秒口播‘每天5分钟，坚持一周见变化’类行动号召,固定机位+统一着装/场景+字幕同步引导，动作节奏平稳,yes,‘练出灵动的八爪鱼’效果承诺需业务事实待确认,00:00:00.000–00:00:31.904,6帧均显示同一女性用瑜伽球做坐姿动态练习，字幕标注动作名称与改善部位（盆底松弛/产后胯宽），标题反复强调‘一个瑜伽小球练出灵动的八爪鱼’,动作命名如‘八爪鱼’为比喻修辞，业务事实待确认；无医疗宣称，但效果暗示需审慎
