reason_id,sample_id,file_name,parse_basis,why_someone_might_select,first_glance_value,viewer_problem_value,retention_mechanism,visual_value,core_value_carrier,codex_should_learn,content_archetype,route_decision,candidate_status,problem_action_bridge_seconds,native_completeness_score,repackaging_value_score,teachability_score,risk_boundary,confidence
positive_reason_130,ai_needed_130,1.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 general_body_management，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：1,general_body_management,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_131,ai_needed_131,2.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 general_body_management，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：2,general_body_management,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_132,ai_needed_132,3.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 general_body_management，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：3,general_body_management,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_133,ai_needed_133,3c1f730c6718638e03e080ee7f2bb1c4.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 population_callout_hook，指向 postpartum_or_age_group，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,population_callout_hook：3c1f730c6718638e03e080ee7f2bb1c4,postpartum_or_age_group,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_134,ai_needed_134,4.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 general_body_management，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：4,general_body_management,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_135,ai_needed_135,5.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 general_body_management，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：5,general_body_management,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_136,ai_needed_136,下腹部坠胀这一式帮你搞定6.5（3）.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 pain_point_hook，指向 belly_core_pressure；pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,pain_point_hook：下腹部坠胀这一式帮你搞定,belly_core_pressure；pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_137,ai_needed_137,产后三个动作告别妈妈臀（复制.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 hip_glute_shape；postpartum_or_age_group，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：产后三个动作告别妈妈臀（复制,hip_glute_shape；postpartum_or_age_group,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_138,ai_needed_138,只需一个瑜伽小球告别跑跳（复制.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 leakage_embarrassment，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：只需一个瑜伽小球告别跑跳（复制,leakage_embarrassment,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_139,ai_needed_139,只需一个瑜伽小球让你告别妈妈臀（复制.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 hip_glute_shape；postpartum_or_age_group，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：只需一个瑜伽小球让你告别妈妈臀（复制,hip_glute_shape；postpartum_or_age_group,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_140,ai_needed_140,只需一个瑜伽球告别盆盆松（复制.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：只需一个瑜伽球告别盆盆松（复制,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_141,ai_needed_141,只需一个瑜伽球练出紧致的盆底肌（复制.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：只需一个瑜伽球练出紧致的盆底肌（复制,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_142,ai_needed_142,只需一个瑜伽球臀翘了小肚子不见了（复制.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 belly_core_pressure；hip_glute_shape，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：只需一个瑜伽球臀翘了小肚子不见了（复制,belly_core_pressure；hip_glute_shape,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_143,ai_needed_143,钻石式臀桥告别产后妈妈臀.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 hip_glute_shape；postpartum_or_age_group，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：钻石式臀桥告别产后妈妈臀,hip_glute_shape；postpartum_or_age_group,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_144,ai_needed_144,青蛙趴变式改善骨盆前倾.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 posture_back_waist，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：青蛙趴变式改善骨盆前倾,posture_back_waist,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_145,ai_needed_145,高段位的女性都在练习八爪鱼.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 population_callout_hook，指向 hip_glute_shape；postpartum_or_age_group，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,population_callout_hook：高段位的女性都在练习八爪鱼,hip_glute_shape；postpartum_or_age_group,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_146,ai_needed_146,高段位的女性都在练习盆底肌.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 population_callout_hook，指向 pelvic_floor；postpartum_or_age_group，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,population_callout_hook：高段位的女性都在练习盆底肌,pelvic_floor；postpartum_or_age_group,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_147,ai_needed_147,高段位的女性都在练八爪鱼6.16.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 population_callout_hook，指向 hip_glute_shape；postpartum_or_age_group，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,population_callout_hook：高段位的女性都在练八爪鱼,hip_glute_shape；postpartum_or_age_group,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_148,ai_needed_148,高段位的女性都开始练盆底肌6.10.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 population_callout_hook，指向 pelvic_floor；postpartum_or_age_group，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,population_callout_hook：高段位的女性都开始练盆底肌,pelvic_floor；postpartum_or_age_group,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_149,ai_needed_149,高段位的女性都想拥有蜜桃臀.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 population_callout_hook，指向 hip_glute_shape；postpartum_or_age_group，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,population_callout_hook：高段位的女性都想拥有蜜桃臀,hip_glute_shape；postpartum_or_age_group,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_150,ai_needed_150,悬垂腹大肚子躺着就能变小.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 belly_core_pressure，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,promise_action_hook：悬垂腹大肚子躺着就能变小,belly_core_pressure,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_151,ai_needed_151,收紧盆底肌每天坚持五分钟.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 pelvic_floor，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,promise_action_hook：收紧盆底肌每天坚持五分钟,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_152,ai_needed_152,椅子上一个动作轻松闭合花园.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,topic_title_hook：椅子上一个动作轻松闭合花园,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_153,ai_needed_153,每天10分钟臀不塌了胯不宽了.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 hip_glute_shape，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天10分钟臀不塌了胯不宽了,hip_glute_shape,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_154,ai_needed_154,每天3分钟缓解腹部胀气.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 belly_core_pressure，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天3分钟缓解腹部胀气,belly_core_pressure,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_155,ai_needed_155,每天坚持一分钟收紧盆底肌.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 pelvic_floor，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天坚持一分钟收紧盆底肌,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_156,ai_needed_156,每天坚持这个动作盆底肌J了.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天坚持这个动作盆底肌紧了,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_157,ai_needed_157,每天坚持这个动作臀饱满了.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 promise_action_hook，指向 hip_glute_shape，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,promise_action_hook：每天坚持这个动作臀饱满了,hip_glute_shape,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_158,ai_needed_158,用产品就能治疗脱垂膨出？.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 question_or_misconception_hook，指向 pelvic_floor，且核心资产是 semantic_explainer_or_misconception；待多模态复核后才能确认画面/口播成立。,question_or_misconception_hook：用产品就能治疗脱垂膨出？,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,native_live_clip_or_explainer_reference,native_or_audio_semantic_review_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_159,ai_needed_159,盆底肌松了人真的会变丑.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 pelvic_floor，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：盆底肌松了人真的会变丑,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_160,ai_needed_160,盆底高张疼痛每天两分钟蝴蝶开合.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 pain_point_hook，指向 pelvic_floor，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,pain_point_hook：盆底高张疼痛每天两分钟蝴蝶开合,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_161,ai_needed_161,直播切片1.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 general_body_management，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,topic_title_hook：直播切片1,general_body_management,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_162,ai_needed_162,练这个动作腰细了盆底紧了.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 topic_title_hook，指向 pelvic_floor；posture_back_waist，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,topic_title_hook：练这个动作腰细了盆底紧了,pelvic_floor；posture_back_waist,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_163,ai_needed_163,背变厚了？可能不是胖.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 question_or_misconception_hook，指向 posture_back_waist，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,question_or_misconception_hook：背变厚了？可能不是胖,posture_back_waist,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_164,ai_needed_164,腹内压小肚子凸出趴着就能变小.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 pain_point_hook，指向 belly_core_pressure，且核心资产是 visible_action_or_prop_demo；待多模态复核后才能确认画面/口播成立。,pain_point_hook：腹内压小肚子凸出趴着就能变小,belly_core_pressure,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,single_action_tts_teaching,action_repackaging_reference_candidate,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
positive_reason_165,ai_needed_165,轻度脱垂忍忍就能好？.mp4,title_metadata_only_pending_multimodal_review,标题层呈现 question_or_misconception_hook，指向 pelvic_floor，且核心资产是 result_or_problem_statement；待多模态复核后才能确认画面/口播成立。,question_or_misconception_hook：轻度脱垂忍忍就能好？,pelvic_floor,title_implied_problem_or_action_route_pending_visual_audio_review,pending_multimodal_review；仅能从文件名推断可能有动作/问题，不确认画面内容。,title_or_metadata_only_pending_review,学习标题层先分流，不把标题承诺当成视觉/口播已成立。,problem_hook_reference,positive_reference_title_metadata_only,title_metadata_only_pending_review,pending,pending,pending,pending,pending_multimodal_and_professional_review,low_title_only
